no,shopname,localname,code1,codename1,code2,codename2,code3,codename3,code4,codename4,citycode,city,gucode,gu,dongcode,dong,jibuaddress,address,oldpostcode,postcode,lng,lat
20680081,제일목욕탕내이발,,F,생활서비스,F09,대중목욕탕/휴게,F09A01,욕탕업-종합,S96121,욕탕업,11,서울특별시,11290,성북구,1129013400,길음동,"서울특별시 성북구 길음동 541-100","서울특별시 성북구 길음로1길 27",136110,2722,""127.022959782249"",""37.6032620893777""
20278754,망고식스,명동페이리스점,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11140,중구,1114012700,명동2가,"서울특별시 중구 명동2가 55-16","서울특별시 중구 명동4길 26",100810,4536,""126.983728102857"",""37.5625461885785""
20325422,가마솥돼지집,,Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,"한식 음식점업",26,부산광역시,26530,사상구,2653010600,주례동,"부산광역시 사상구 주례동 507-14","부산광역시 사상구 가야대로284번길 7",617010,47013,""129.004052130746"",""35.1497917318066""
20719276,미장헤어미용실,,F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,26,부산광역시,26230,부산진구,2623011100,개금동,"부산광역시 부산진구 개금동 1-8","부산광역시 부산진구 백양관문로77번길 99",614110,47165,""129.025854745995"",""35.1625621584819""
20755460,헬로스마일소아과,,S,의료,S01,병원,S01B11,소아과,Q86201,"일반 의원",11,서울특별시,11680,강남구,1168010800,논현동,"서울특별시 강남구 논현동 39-18","서울특별시 강남구 논현로131길 30",135010,6045,""127.027878262465"",""37.5141441909188""
20695531,메머드커피,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11440,마포구,1144012000,서교동,"서울특별시 마포구 서교동 327-15","서울특별시 마포구 와우산로 149",121836,4052,""126.929691877693"",""37.5545990573133""
20736806,안재형영어,,R,학문/교육,R04,학원-어학,R04A01,학원-외국어/어학,P85502,외국어학원,11,서울특별시,11470,양천구,1147010200,목동,"서울특별시 양천구 목동 905-34","서울특별시 양천구 목동서로 133-2",158050,7988,""126.875972678068"",""37.5315919486785""
20573427,씨제이올리브영,천호점,D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,"화장품 및 방향제 소매업",11,서울특별시,11740,강동구,1174010900,천호동,"서울특별시 강동구 천호동 454-49","서울특별시 강동구 천호대로157길 7",134020,5329,""127.126494586703"",""37.5383601844964""
20681413,아이패밀리안경,,D,소매,D18,사진/광학/정밀기기소매,D18A04,안경원,G47822,"안경 소매업",11,서울특별시,11500,강서구,1150010300,화곡동,"서울특별시 강서구 화곡동 799-10","서울특별시 강서구 곰달래로 245",157010,7741,""126.860226509886"",""37.5321258097832""
20595779,금조홍어,,Q,음식,Q03,일식/수산물,Q03A19,홍어전문,I56111,"한식 음식점업",11,서울특별시,11305,강북구,1130510300,수유동,"서울특별시 강북구 수유동 85-3","서울특별시 강북구 도봉로71길 16",142070,1114,""127.023109682661"",""37.6316279761096""
20683468,조가방앗간,,F,생활서비스,F02,세탁/가사서비스,F02A04,방앗간/정미소,,,26,부산광역시,26350,해운대구,2635010600,중동,"부산광역시 해운대구 중동 1270-3","부산광역시 해운대구 해운대해변로 353-3",612010,48096,""129.168305767262"",""35.1640303659709""
20581495,메가박스상봉,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,"그외 기타 음식점업",11,서울특별시,11260,중랑구,1126010200,상봉동,"서울특별시 중랑구 상봉동 130-3","서울특별시 중랑구 망우로30길 3",131220,2120,""127.074728919101"",""37.5930740403772""
20619869,사계절,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11200,성동구,1120011800,송정동,"서울특별시 성동구 송정동 66-262","서울특별시 성동구 광나루로9길 2",133836,4801,""127.063895754421"",""37.5484678964413""
20509297,맥시칸양념통닭,,Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,"치킨 전문점",26,부산광역시,26110,중구,2611010100,영주동,"부산광역시 중구 영주동 151-4","부산광역시 중구 영주로 68",600110,48907,""129.030326495434"",""35.1132628121887""
20527281,경록건강원,,D,소매,D10,건강/미용식품,D10A07,건강원,G47216,"건강보조식품 소매업",26,부산광역시,26380,사하구,2638010300,하단동,"부산광역시 사하구 하단동 518-17","부산광역시 사하구 낙동남로1373번길 28",604020,49313,""128.962072745043"",""35.107757245319""
20612407,구의식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11215,광진구,1121510500,자양동,"서울특별시 광진구 자양동 216-23","서울특별시 광진구 아차산로 384",143190,5051,""127.085440308886"",""37.5366617474821""
20687182,본도시락,고려대점,Q,음식,Q07,패스트푸드,Q07A02,도시락전문점,I56111,"한식 음식점업",11,서울특별시,11290,성북구,1129012500,안암동5가,"서울특별시 성북구 안암동5가 134-70","서울특별시 성북구 안암로 63",136075,2855,""127.028589396712"",""37.5822782624666""
20727381,한일지도판매,,D,소매,D13,책/서적/도서,D13A13,지도판매,G47611,"서적 및 잡지류 소매업",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 746-10","서울특별시 강남구 논현로 415",135080,6246,""127.038310128388"",""37.4971996533981""
20583520,홍성폐백,,F,생활서비스,F17,예식/의례/관혼상제,F17A04,폐백전문,I56131,"출장 음식 서비스업",11,서울특별시,11230,동대문구,1123010300,제기동,"서울특별시 동대문구 제기동 1019","서울특별시 동대문구 고산자로36길 3",130865,2571,""127.039126646871"",""37.5790306472822""
20729029,달라스이용원,,F,생활서비스,F01,이/미용/건강,F01A04,남성미용실,S96111,이용업,11,서울특별시,11680,강남구,1168010800,논현동,"서울특별시 강남구 논현동 37-16","서울특별시 강남구 논현로131길 6",135010,6046,""127.029772362403"",""37.5146283124407""
20613530,은하노래광장주점,,Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,"일반유흥 주점업",11,서울특별시,11140,중구,1114016500,황학동,"서울특별시 중구 황학동 632","서울특별시 중구 퇴계로87길 15-12",100869,4576,""127.020489191168"",""37.5662358257675""
20789250,파파존스,센텀시티점,F,생활서비스,F12,광고/인쇄,F12A01,인쇄종합,C18119,"기타 인쇄업",26,부산광역시,26350,해운대구,2635010500,우동,"부산광역시 해운대구 우동 1488","부산광역시 해운대구 센텀동로 25",612897,48059,""129.131457070193"",""35.1719247156101""
20687960,자연의선물,,D,소매,D02,선물/팬시/기념품,D02A01,선물용품판매,G47842,"관광 민예품 및 선물용품 소매업",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 736-55","서울특별시 강남구 테헤란로26길 10",135080,6236,""127.035824788941"",""37.4996302661116""
20689719,해성집,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",26,부산광역시,26140,서구,2614010600,서대신동3가,"부산광역시 서구 서대신동3가 7-98","부산광역시 서구 꽃마을로 164-51",602821,49200,""129.008243113075"",""35.1274292538902""
20622823,인덕기름집,,D,소매,D01,음/식료품소매,D01A01,식료품점,G47219,"기타 식료품 소매업",11,서울특별시,11350,노원구,1135010200,월계동,"서울특별시 노원구 월계동 285-1","서울특별시 노원구 월계로53길 1",139050,1879,""127.058711909543"",""37.6303405636469""
20515164,벌떼식당,,Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,"한식 음식점업",11,서울특별시,11440,마포구,1144011000,노고산동,"서울특별시 마포구 노고산동 31-23","서울특별시 마포구 신촌로20길 12",121806,4102,""126.938168799831"",""37.5546035151768""
20769711,정아트,,R,학문/교육,R05,학원-음악미술무용,R05A01,서예/서화/미술,P85620,"예술 학원",11,서울특별시,11500,강서구,1150010100,염창동,"서울특별시 강서구 염창동 184-8","서울특별시 강서구 양천로73가길 21",157861,7541,""126.873645320909"",""37.5509240520728""
20808534,코원성형외과,,S,의료,S01,병원,S01B08,정형/성형외과,Q86201,"일반 의원",11,서울특별시,11680,강남구,1168010700,신사동,"서울특별시 강남구 신사동 592-4","서울특별시 강남구 논현로 826",135893,6025,""127.028531416718"",""37.5222229928703""
20516216,카페필로네,,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,"비알콜 음료점업",11,서울특별시,11650,서초구,1165010800,서초동,"서울특별시 서초구 서초동 1366-4","서울특별시 서초구 남부순환로 2583",137070,6735,""127.032940495121"",""37.4847482687652""
20694527,김가네우면네이처힐,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,"분식 및 김밥 전문점",11,서울특별시,11650,서초구,1165010300,우면동,"서울특별시 서초구 우면동 721-1","서울특별시 서초구 태봉로 70",137140,6764,""127.025570605719"",""37.4645310346132""
20603925,경성양꼬치,,Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,"기타 주점업",26,부산광역시,26410,금정구,2641010900,부곡동,"부산광역시 금정구 부곡동 391-1","부산광역시 금정구 오시게로54번길 2",609320,46306,""129.088016321968"",""35.2219979519414""
20887860,경찰태권도,,R,학문/교육,R07,학원-예능취미체육,R07A20,태권도장,P85611,"스포츠 교육기관",11,서울특별시,11290,성북구,1129013400,길음동,"서울특별시 성북구 길음동 1283-4","서울특별시 성북구 길음로 20",136110,2725,""127.023019608341"",""37.6047492990606""
20911036,옐로우캡익스프레스,,F,생활서비스,F04,운송/배달/택배,F04A06,종합이삿짐대행,H49311,"일반 화물자동차 운송업",11,서울특별시,11350,노원구,1135010400,하계동,"서울특별시 노원구 하계동 168-9","서울특별시 노원구 공릉로58나길 9",139230,1809,""127.073392455342"",""37.6359981524784""
20911441,경기전화번호부,,F,생활서비스,F12,광고/인쇄,F12A08,광고대행-전화번호부,M71310,"광고 대행업",11,서울특별시,11350,노원구,1135010500,상계동,"서울특별시 노원구 상계동 707-3","서울특별시 노원구 노해로75길 14-25",139200,1689,""127.058743735397"",""37.6547588847578""
20819907,서울과학기술대학교제2학생식당,,Q,음식,Q14,기타음식업,Q14A01,구내식당/자급식음식점,I56120,기관구내식당업,11,서울특별시,11350,노원구,1135010300,공릉동,"서울특별시 노원구 공릉동 172","서울특별시 노원구 공릉로 232",139743,1811,""127.076771103452"",""37.6330692342399""
20923088,화랑공인중개사사무소,,L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,"부동산 자문 및 중개업",11,서울특별시,11350,노원구,1135010300,공릉동,"서울특별시 노원구 공릉동 111","서울특별시 노원구 화랑로51길 17",139729,1800,""127.089344568068"",""37.6230662934616""
20821938,초밥&참치전문점연,,Q,음식,Q03,일식/수산물,Q03A04,참치전문점,I56113,"일식 음식점업",11,서울특별시,11215,광진구,1121510700,화양동,"서울특별시 광진구 화양동 111-118","서울특별시 광진구 능동로 179",143915,5009,""127.073492584691"",""37.5466333613569""
20916395,이태형한의원,,S,의료,S01,병원,S01B06,한의원,Q86203,한의원,11,서울특별시,11350,노원구,1135010600,중계동,"서울특별시 노원구 중계동 506","서울특별시 노원구 동일로203가길 29",139880,1779,""127.064245152134"",""37.6399175500813""
20842524,파파야노래연습장,,N,관광/여가/오락,N02,무도/유흥/가무,N02A01,노래방,R91223,"노래연습장 운영업",26,부산광역시,26260,동래구,2626010800,온천동,"부산광역시 동래구 온천동 1412-5","부산광역시 동래구 아시아드대로228번길 8",607060,47837,""129.067567864622"",""35.2038909393289""
20924451,아트인스튜디오,,R,학문/교육,R05,학원-음악미술무용,R05A01,서예/서화/미술,P85620,"예술 학원",11,서울특별시,11680,강남구,1168010100,역삼동,"서울특별시 강남구 역삼동 818-1","서울특별시 강남구 강남대로96길 12",135080,6129,""127.028053870075"",""37.4997287739928""
20852234,괴산주유소,,F,생활서비스,F16,주유소/충전소,F16A01,주유소,G47711,"차량용 주유소 운영업",11,서울특별시,11740,강동구,1174010100,명일동,"서울특별시 강동구 명일동 38","서울특별시 강동구 명일로 376",134070,5268,""127.150455650943"",""37.5517715076151""
20890643,신호상사,,D,소매,D21,철물/난방/건설자재소매,D21A08,셔터/새시판매,G47511,"철물 및 난방용구 소매업",11,서울특별시,11470,양천구,1147010100,신정동,"서울특별시 양천구 신정동 934-4","서울특별시 양천구 신정중앙로 8",158070,7941,""126.852497978684"",""37.5277530156532""
21108045,초원사랑유치원,,R,학문/교육,R08,유아교육,R08A02,어린이집,Q87210,"보육시설 운영업",26,부산광역시,26230,부산진구,2623010900,당감동,"부산광역시 부산진구 당감동 123","부산광역시 부산진구 가야대로 635-13",614759,47274,""129.041129951767"",""35.1562122299599""
21074019,대성설비,,F,생활서비스,F15,주택수리,F15A03,배관난방보일러,F42201,"배관 및 냉·난방 공사업",26,부산광역시,26380,사하구,2638010100,괴정동,"부산광역시 사하구 괴정동 544-21","부산광역시 사하구 괴정로232번길 15",604812,49385,""128.986723354043"",""35.0961563126275""
20877810,가야애드현수막,,F,생활서비스,F12,광고/인쇄,F12A02,간판제작종합,C33910,"간판 및 광고물 제조업",11,서울특별시,11740,강동구,1174010800,성내동,"서울특별시 강동구 성내동 550-4","서울특별시 강동구 성내로 40",134030,5399,""127.124557257353"",""37.5288847473699""
20878275,샹제리제식품,,D,소매,D01,음/식료품소매,D01A24,냉동식품판매,G47219,"기타 식료품 소매업",11,서울특별시,11680,강남구,1168010600,대치동,"서울특별시 강남구 대치동 889-5","서울특별시 강남구 테헤란로 406",135712,6192,""127.049946352687"",""37.5044121531044""
